SG_UF;CD_CARGO;DS_CARGO;SQ_CANDIDATO;NR_CANDIDATO;NM_URNA_CANDIDATO;SG_PARTIDO
MG;6;DEPUTADO FEDERAL;130002547899;1517;FLAVIA MAITRI;MDB
MG;6;DEPUTADO FEDERAL;130002547902;1589;VANDO PERES;MDB
MG;6;DEPUTADO FEDERAL;130002547896;1510;NEWTON CARDOSO JR;MDB
MG;6;DEPUTADO FEDERAL;130002547895;1533;JEFFAO;MDB
MG;6;DEPUTADO FEDERAL;130002547887;1588;PROFFESSORA ADRIANA;MDB
MG;6;DEPUTADO FEDERAL;130002553607;1519;LUCIANA CARVALHO;MDB
MG;6;DEPUTADO FEDERAL;130002547904;1501;ARNALDO GONTIJO;MDB
MG;6;DEPUTADO FEDERAL;130002534479;3022;MARCUS SOARES;NOVO
MG;6;DEPUTADO FEDERAL;130002534473;3038;EDUARDO SENNA;NOVO
MG;6;DEPUTADO FEDERAL;130002534462;3053;ROMULO BULDRINI FILOGONIO;NOVO
MG;6;DEPUTADO FEDERAL;130002553052;3370;JOEL DO BARATAO;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002553043;3333;ROMILSON MOTO PISTA;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002553030;3320;JOAQUIM COELHO;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002553042;3351;ROSANGELA SANGUINETE;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002534486;3034;JOSE SHAKSPEARE GOMES;NOVO
MG;6;DEPUTADO FEDERAL;130002534474;3020;MARIO JUNIOR;NOVO
MG;6;DEPUTADO FEDERAL;130002545588;5540;SERGIO MENDES;PSD
MG;6;DEPUTADO FEDERAL;130002545576;5500;MAURICINHO DE SA;PSD
MG;6;DEPUTADO FEDERAL;130002545563;5580;JULIANA CASANOVA CAUSA ANIMAL;PSD
MG;6;DEPUTADO FEDERAL;130002543617;7089;NEUZA MAPA;AVANTE
MG;6;DEPUTADO FEDERAL;130002551457;7007;KAIO BAHIA;AVANTE
MG;6;DEPUTADO FEDERAL;130002543599;7060;WAGUIN 244;AVANTE
MG;6;DEPUTADO FEDERAL;130002543611;7017;FABIO PASSOS;AVANTE
MG;6;DEPUTADO FEDERAL;130002543106;7056;CAROL GILBERTI;AVANTE
MG;6;DEPUTADO FEDERAL;130002543594;7019;MANU BIM;AVANTE
MG;6;DEPUTADO FEDERAL;130002543598;7030;LINDOMAR GOMES;AVANTE
MG;6;DEPUTADO FEDERAL;130002551906;7004;ANDREIA RIBEIRO;AVANTE
MG;6;DEPUTADO FEDERAL;130002533273;2576;REGIANE JUBRIJO;PRD
MG;6;DEPUTADO FEDERAL;130002533245;2531;ERIVELTON SONHO DE RUA;PRD
MG;6;DEPUTADO FEDERAL;130002533255;2512;RONCALI DA FARMACIA;PRD
MG;6;DEPUTADO FEDERAL;130002533240;2533;FRED COSTA;PRD
MG;6;DEPUTADO FEDERAL;130002533265;2535;ALEXANDRE AUGUSTO;PRD
MG;6;DEPUTADO FEDERAL;130002550174;7799;CHARLES DRUMOND;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002533249;2504;LUANZIM CABELUDO;PRD
MG;6;DEPUTADO FEDERAL;130002536472;7713;DINO;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002550171;7713;TONY JOSSONE;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002533247;2521;DRA. MICHELLY SIQUEIRA;PRD
MG;6;DEPUTADO FEDERAL;130002538303;1240;PROFESSOR HILTON SARAIVA;PDT
MG;6;DEPUTADO FEDERAL;130002538288;1210;PSICOLOGA EDNA SANTOS;PDT
MG;6;DEPUTADO FEDERAL;130002538293;1213;NEI CHICARELI;PDT
MG;6;DEPUTADO FEDERAL;130002538271;1216;AUREO DUARTE;PDT
MG;6;DEPUTADO FEDERAL;130002538257;1222;BRUNO GATTI;PDT
MG;6;DEPUTADO FEDERAL;130002538276;1299;SHREK;PDT
MG;6;DEPUTADO FEDERAL;130002538265;1204;ESTER KELLY;PDT
MG;6;DEPUTADO FEDERAL;130002541998;2245;SARGENTO MELLO-CASAL;PL
MG;6;DEPUTADO FEDERAL;130002542025;2216;VITOR PENIDO;PL
MG;6;DEPUTADO FEDERAL;130002542022;2219;SUBTENETE GONZAGA;PL
MG;6;DEPUTADO FEDERAL;130002539845;4503;PRISCILA MICHELLE;PSDB
MG;6;DEPUTADO FEDERAL;130002539850;4554;PEDRINHO DA MATA;PSDB
MG;6;DEPUTADO FEDERAL;130002542008;2299;JUNIO AMARAL;PL
MG;6;DEPUTADO FEDERAL;130002539864;4589;ANA COSTA;PSDB
MG;6;DEPUTADO FEDERAL;130002539851;4501;GLORIA DA APOSENTADORIA;PSDB
MG;6;DEPUTADO FEDERAL;130002542033;2269;DELEGADO EDSON MOREIRA;PL
MG;6;DEPUTADO FEDERAL;130002539856;2323;KATHLEEN REIS;CIDADANIA
MG;6;DEPUTADO FEDERAL;130002548822;2001;DR. CARLOS SAMPAIO;PODE
MG;6;DEPUTADO FEDERAL;130002548778;2048;DENISE OLIVEIRA;PODE
MG;6;DEPUTADO FEDERAL;130002548805;2040;BETO GUIMARAES;PODE
MG;6;DEPUTADO FEDERAL;130002548793;2027;CIDA BH;PODE
MG;6;DEPUTADO FEDERAL;130002548824;2036;SIDNEY REIS;PODE
MG;6;DEPUTADO FEDERAL;130002548782;2033;IGOR NOGUEIRA;PODE
MG;6;DEPUTADO FEDERAL;130002548799;2006;CARVALHO DO POVO;PODE
MG;6;DEPUTADO FEDERAL;130002548789;2044;EDY RODRIGUES;PODE
MG;6;DEPUTADO FEDERAL;130002548813;2060;FANNY MELO;PODE
MG;6;DEPUTADO FEDERAL;130002548800;2069;CIRES MELO;PODE
MG;6;DEPUTADO FEDERAL;130002535298;4340;TALES BANDEIRA;PV
MG;6;DEPUTADO FEDERAL;130002535284;1310;ADRIANA ARAUJO;PT
MG;6;DEPUTADO FEDERAL;130002535319;4350;LOHANNA;PV
MG;6;DEPUTADO FEDERAL;130002538966;1820;LUCIANA LANA;REDE
MG;6;DEPUTADO FEDERAL;130002539715;1813;ANDRE JANONES;REDE
MG;6;DEPUTADO FEDERAL;130002538965;5077;PASTORA PATRICIA;PSOL
MG;6;DEPUTADO FEDERAL;130002538969;1855;CASA GRANDE;REDE
MG;6;DEPUTADO FEDERAL;130002551260;2770;RICARDO TOCHA;DC
MG;6;DEPUTADO FEDERAL;130002544439;1420;HIGOR BUIATTI;MISSÃO
MG;6;DEPUTADO FEDERAL;130002542723;4440;DELEGADA LIA VALECHI;UNIÃO
MG;6;DEPUTADO FEDERAL;130002542705;4412;AMANDA PAIXAO;UNIÃO
MG;6;DEPUTADO FEDERAL;130002542742;4400;LUIZ FERNANDO;UNIÃO
MG;6;DEPUTADO FEDERAL;130002542696;4488;JERUSA DRUMMOND;UNIÃO
MG;6;DEPUTADO FEDERAL;130002542692;4447;BIANCA LEAO;UNIÃO
MG;6;DEPUTADO FEDERAL;130002542699;4410;TINELAO;UNIÃO
MG;6;DEPUTADO FEDERAL;130002542719;1127;MARESSA TABORDA;PP
MG;6;DEPUTADO FEDERAL;130002542706;1177;ADAO NUNES;PP
MG;6;DEPUTADO FEDERAL;130002542704;4431;PROFESSORA MARIENE;UNIÃO
MG;6;DEPUTADO FEDERAL;130002537190;1028;IRAN BARBOSA;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537194;1004;ANA LUCIA;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537224;1089;EDUARDO CUNHA;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537211;1044;ROBERTINHO SOARES;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537181;1018;DULCE MONTE;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537202;1077;BRUNO FARIAS;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537182;1027;JOICE QUIRINO;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537191;1033;MISSIONARIA FERNANDA SOARES;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002535361;13450;MAGNO;PT
MG;7;DEPUTADO ESTADUAL;130002535356;13321;DR. BRUNO PEDRALVA;PT
MG;7;DEPUTADO ESTADUAL;130002535329;13130;MACAE EVARISTO;PT
MG;7;DEPUTADO ESTADUAL;130002535354;13333;PROFESSOR BATISTA CEBOLA;PT
MG;7;DEPUTADO ESTADUAL;130002535321;13444;ANA PAULA SIQUEIRA;PT
MG;7;DEPUTADO ESTADUAL;130002535345;13035;PC VERISSIMO;PT
MG;7;DEPUTADO ESTADUAL;130002535323;13567;MARIA ALVES;PT
MG;7;DEPUTADO ESTADUAL;130002535375;13131;MC ENTAO TA VIEIRA;PT
MG;7;DEPUTADO ESTADUAL;130002535334;13579;LELECO PIMENTEL;PT
MG;7;DEPUTADO ESTADUAL;130002535343;65013;ROSANGELA MORENA;PCDOB
MG;7;DEPUTADO ESTADUAL;130002535348;13077;ULYSSES GOMES;PT
MG;7;DEPUTADO ESTADUAL;130002535335;13034;PROFESSOR RONALDO;PT
MG;7;DEPUTADO ESTADUAL;130002535364;43223;ADRIANO DO SILVEIRA;PV
MG;7;DEPUTADO ESTADUAL;130002535336;13666;PROFESSOR TICO;PT
MG;7;DEPUTADO ESTADUAL;130002535326;13134;EDUARDO PEREIRA;PT
MG;7;DEPUTADO ESTADUAL;130002535360;13014;LAIZ PERRUT;PT
MG;7;DEPUTADO ESTADUAL;130002533494;35900;DAIANE SANTOS;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002533528;35700;CORONEL GLAUCO;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002533516;35351;EUFRASIO DA MAMUXCA;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002533505;35668;CAROL  RAMOS;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002533515;35350;CIELZINHO;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002539879;10111;ALLISSON RUAS;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002539896;10222;ILACIR BICALHO;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002539895;10910;CELIO RUELA;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002539891;10190;MENDONCA;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002539903;10557;DRA. MARIA LAURA SIMAO;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002547449;16000;EDSON NEGAO;PSTU
MG;7;DEPUTADO ESTADUAL;130002539488;18018;PROFESSORA NARA;REDE
MG;7;DEPUTADO ESTADUAL;130002539519;50050;GLEISON PEGO;PSOL
MG;7;DEPUTADO ESTADUAL;130002539511;18283;NATHALIA GODINHO;REDE
MG;7;DEPUTADO ESTADUAL;130002539494;50123;PROFESSORA THAIS;PSOL
MG;7;DEPUTADO ESTADUAL;130002547879;80000;IRIS RAQUEL CONTRA A MINERACAO;UP
MG;7;DEPUTADO ESTADUAL;130002542045;22015;ALE SILVA;PL
MG;7;DEPUTADO ESTADUAL;130002542106;22331;SARGENTO PRADO;PL
MG;7;DEPUTADO ESTADUAL;130002542059;22700;ALEX MOCHILA;PL
MG;7;DEPUTADO ESTADUAL;130002542113;22222;BRUNO ENGLER;PL
MG;7;DEPUTADO ESTADUAL;130002542086;22190;SARGENTO JALYSON;PL
MG;7;DEPUTADO ESTADUAL;130002542048;22822;SAMUEL CAIRES;PL
MG;7;DEPUTADO ESTADUAL;130002542057;22037;THIAGO VERLI;PL
MG;7;DEPUTADO ESTADUAL;130002542064;22580;IVONETE BARROS;PL
MG;7;DEPUTADO ESTADUAL;130002542100;22600;RAFHAEL DE PAULO;PL
MG;7;DEPUTADO ESTADUAL;130002540011;12027;ANYSE ZAYDAN SAB;PDT
MG;7;DEPUTADO ESTADUAL;130002540033;12031;MARCIO JARDINEIRO;PDT
MG;7;DEPUTADO ESTADUAL;130002540055;12023;RODRIGO GALIKEIRO;PDT
MG;7;DEPUTADO ESTADUAL;130002540062;12555;EURIPEDES BARSANULFO-PIM;PDT
MG;7;DEPUTADO ESTADUAL;130002540056;12022;VILMA FIALHO;PDT
MG;7;DEPUTADO ESTADUAL;130002540053;12580;LUCIANO CARDOSO;PDT
MG;7;DEPUTADO ESTADUAL;130002540067;12600;LUIZINHO ABACAXI;PDT
MG;7;DEPUTADO ESTADUAL;130002540063;12040;DENIS  DA VAN;PDT
MG;7;DEPUTADO ESTADUAL;130002540020;12121;VERA LUCIA;PDT
MG;7;DEPUTADO ESTADUAL;130002544422;14087;GUSTAVO CALDEIRA;MISSÃO
MG;7;DEPUTADO ESTADUAL;130002544414;14007;FILIPE SPOLADORI;MISSÃO
MG;7;DEPUTADO ESTADUAL;130002549942;55031;RAFAEL MARTINS;PSD
MG;7;DEPUTADO ESTADUAL;130002549953;55321;EUGENIO VILELA;PSD
MG;7;DEPUTADO ESTADUAL;130002549965;55995;BEATRIZ ANDRADE;PSD
MG;7;DEPUTADO ESTADUAL;130002549960;55210;GIL PEREIRA;PSD
MG;7;DEPUTADO ESTADUAL;130002549958;55055;PACHECO;PSD
MG;7;DEPUTADO ESTADUAL;130002542769;44100;HENRIQUE SCUD;UNIÃO
MG;7;DEPUTADO ESTADUAL;130002542748;11300;DOORGAL ANDRADA;PP
MG;7;DEPUTADO ESTADUAL;130002542781;11678;FERNANDA DAVID;PP
MG;7;DEPUTADO ESTADUAL;130002542796;11193;SARGENTO HAMILTON;PP
MG;7;DEPUTADO ESTADUAL;130002542816;11355;SATIRO OLIVEIRA;PP
MG;7;DEPUTADO ESTADUAL;130002542814;44456;DEYVSON RIBEIRO;UNIÃO
MG;7;DEPUTADO ESTADUAL;130002550154;15202;COSSIMO BALTAZAR FILHO;MDB
MG;7;DEPUTADO ESTADUAL;130002542751;44010;PATRICIA ROCHA;UNIÃO
MG;7;DEPUTADO ESTADUAL;130002542785;11321;EVA GONCALVES;PP
MG;7;DEPUTADO ESTADUAL;130002542784;44303;BEATRIZ LOURENCO;UNIÃO
MG;7;DEPUTADO ESTADUAL;130002542752;44333;KARLA ARAUJO VEM COMIGO;UNIÃO
MG;7;DEPUTADO ESTADUAL;130002550149;15022;ESTEFANIA;MDB
MG;7;DEPUTADO ESTADUAL;130002550140;15015;ENFERMEIRO CONRADO AUGUSTO;MDB
MG;7;DEPUTADO ESTADUAL;130002550147;15120;DR LEONARDO LOPES;MDB
MG;7;DEPUTADO ESTADUAL;130002542768;11456;RAFAEL MOREIRA;PP
MG;7;DEPUTADO ESTADUAL;130002550134;15888;PRETO VICE PREFEITO;MDB
MG;7;DEPUTADO ESTADUAL;130002550121;15110;CAROL DAMASCENO;MDB
MG;7;DEPUTADO ESTADUAL;130002550145;15777;GABY CAMPOS;MDB
MG;7;DEPUTADO ESTADUAL;130002550137;15900;DR GABRIEL LUCAS;MDB
MG;7;DEPUTADO ESTADUAL;130002532943;25789;VANILSON DA RADIO;PRD
MG;7;DEPUTADO ESTADUAL;130002533223;25125;VITOR MELO;PRD
MG;7;DEPUTADO ESTADUAL;130002532916;25190;SARGENTO LEAO;PRD
MG;7;DEPUTADO ESTADUAL;130002532919;25987;EDUARDO DO POVO;PRD
MG;7;DEPUTADO ESTADUAL;130002554206;77888;JENNIFER KELLY;SOLIDARIEDADE
MG;7;DEPUTADO ESTADUAL;130002532931;25050;ADVOGADO ROMULO BRASIL;PRD
MG;7;DEPUTADO ESTADUAL;130002533215;25500;ANDRADE;PRD
MG;7;DEPUTADO ESTADUAL;130002532935;25221;LILIAN OLIVEIRA;PRD
MG;7;DEPUTADO ESTADUAL;130002533226;77000;DR ANDERSON COELHO;SOLIDARIEDADE
MG;7;DEPUTADO ESTADUAL;130002533219;25400;ANTONIO ADONIS;PRD
MG;7;DEPUTADO ESTADUAL;130002532917;25005;ANDREIA NESTOR;PRD
MG;7;DEPUTADO ESTADUAL;130002551748;36000;LUCAS COELHO;AGIR
MG;7;DEPUTADO ESTADUAL;130002551497;36236;MARCELO GRILLO;AGIR
MG;7;DEPUTADO ESTADUAL;130002551750;36963;EDVANIA SOUZA;AGIR
MG;7;DEPUTADO ESTADUAL;130002551767;36789;GERALDINHO PORTO;AGIR
MG;7;DEPUTADO ESTADUAL;130002551746;36670;LINDOMAR LISANDRO;AGIR
MG;7;DEPUTADO ESTADUAL;130002551776;36741;ALINE VIANA (TIA ALINE);AGIR
MG;7;DEPUTADO ESTADUAL;130002551775;36852;PAULA MARQUES;AGIR
MG;7;DEPUTADO ESTADUAL;130002551765;36700;DOUGLAS GUIMARAES;AGIR
MG;7;DEPUTADO ESTADUAL;130002543663;40427;CARLINHA;PSB
MG;7;DEPUTADO ESTADUAL;130002543632;40134;ROQUE ROMARINHO;PSB
MG;7;DEPUTADO ESTADUAL;130002543681;40035;JOHNES HEBERT;PSB
MG;7;DEPUTADO ESTADUAL;130002543672;40505;DRA ADRIADNA;PSB
MG;7;DEPUTADO ESTADUAL;130002543662;40789;DR. EFIGENIO;PSB
MG;7;DEPUTADO ESTADUAL;130002543656;40034;NEGODE;PSB
MG;7;DEPUTADO ESTADUAL;130002543650;40200;LUIZ PAULO;PSB
MG;7;DEPUTADO ESTADUAL;130002534541;30430;PRETINHO PESCADOR;NOVO
MG;7;DEPUTADO ESTADUAL;130002534512;30312;MARILIA FERRARI;NOVO
MG;7;DEPUTADO ESTADUAL;130002534533;30022;STEFANNI FERREIRA;NOVO
MG;7;DEPUTADO ESTADUAL;130002548705;20023;TELRRY DA RECICLAGEM;PODE
MG;7;DEPUTADO ESTADUAL;130002544127;70123;CAROL CARAM;AVANTE
MG;7;DEPUTADO ESTADUAL;130002548711;20505;ANGELA CRISTINA;PODE
MG;7;DEPUTADO ESTADUAL;130002544378;70777;LINDALVA LAMOIA;AVANTE
MG;7;DEPUTADO ESTADUAL;130002548770;20777;ADRIANO MAXIMIANO;PODE
MG;7;DEPUTADO ESTADUAL;130002548707;20520;ROBINHO CARVALHO;PODE
MG;7;DEPUTADO ESTADUAL;130002544400;70888;FABRICIO ANDRADE;AVANTE
MG;7;DEPUTADO ESTADUAL;130002544377;70335;MAGUINHA DO ACOLHER;AVANTE
MG;7;DEPUTADO ESTADUAL;130002544402;70126;LURDINHA DA ENFERMAGEM;AVANTE
MG;7;DEPUTADO ESTADUAL;130002548757;20192;ADAO CAETANO;PODE
MG;7;DEPUTADO ESTADUAL;130002548766;20909;FLAVIO NETO;PODE
MG;7;DEPUTADO ESTADUAL;130002547935;20151;JOSELIO (GU DA MOTOKA);PODE
MG;7;DEPUTADO ESTADUAL;130002540600;45340;SORAYA ALVES;PSDB
MG;7;DEPUTADO ESTADUAL;130002539925;45900;SILVANA LACERDA;PSDB
MG;7;DEPUTADO ESTADUAL;130002539920;45650;AUREA LOPES;PSDB
MG;7;DEPUTADO ESTADUAL;130002539930;45100;CIDA BATERIAS;PSDB
MG;7;DEPUTADO ESTADUAL;130002539912;23456;MARIA;CIDADANIA
MG;7;DEPUTADO ESTADUAL;130002540609;45500;HELENO DO HOSPITAL;PSDB
MG;7;DEPUTADO ESTADUAL;130002539923;45127;NATHALIA FAUSTINA;PSDB
MG;7;DEPUTADO ESTADUAL;130002540594;45120;DR. HELY;PSDB
MG;7;DEPUTADO ESTADUAL;130002539917;45333;DORIVAL ALVES;PSDB
MG;7;DEPUTADO ESTADUAL;130002552424;33700;GLEICE KELLY;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552434;33500;MARCIO BARBOSA;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552447;33325;ROVILSON PIMENTEL;MOBILIZA
MG;4;VICE-GOVERNADOR;130002539774;12;CARLOS MOSCONI;PSDB
MG;5;SENADOR;130002551284;300;MARCO ANTONIO SUPERMAN;NOVO
MG;5;SENADOR;130002552302;155;ARCANJO PIMENTA;MDB
MG;10;2º SUPLENTE;130002551785;222;PABLO GONTIJO;PL
MG;9;1º SUPLENTE;130002552301;150;KELVIN FARIA;MDB
MG;9;1º SUPLENTE;130002548382;111;PROFESSORA MARLI;PP
BR;1;PRESIDENTE;280002548139;35;VETERINARIO WILSON GRASSI;DEMOCRATA
BR;2;VICE-PRESIDENTE;280002553883;28;LEONARDO AVALANCHE;PRTB
BR;1;PRESIDENTE;280002551932;55;RONALDO CAIADO;PSD
BR;2;VICE-PRESIDENTE;280002548140;35;SUED HAIDAR;DEMOCRATA
BR;1;PRESIDENTE;280002542548;13;LULA;PT
BR;2;VICE-PRESIDENTE;280002541458;16;VANESSA PORTUGAL;PSTU
BR;2;VICE-PRESIDENTE;280002538812;80;RAQUEL BRICIO;UP
BR;1;PRESIDENTE;280002552484;27;CLARIANA BARAO;DC
BR;1;PRESIDENTE;280002541457;16;HERTZ DIAS;PSTU
BR;1;PRESIDENTE;280002540694;14;RENAN SANTOS;MISSÃO
BR;1;PRESIDENTE;280002553884;28;PABLO MARCAL;PRTB
BR;1;PRESIDENTE;280002538811;80;SAMARA;UP
BR;1;PRESIDENTE;280002551544;22;FLAVIO BOLSONARO;PL
BR;2;VICE-PRESIDENTE;280002552485;27;FABIANA TORQUATO;DC
BR;1;PRESIDENTE;280002552487;29;RUI COSTA PIMENTA;PCO
BR;1;PRESIDENTE;280002551975;21;EDMILSON COSTA;PCB
BR;2;VICE-PRESIDENTE;280002551546;70;JULIO DELGADO;AVANTE
BR;2;VICE-PRESIDENTE;280002552486;29;ANTONIO CARLOS;PCO
BR;2;VICE-PRESIDENTE;280002551976;21;CLEUSA SANTOS;PCB
BR;1;PRESIDENTE;280002551547;70;ESCRITOR AUGUSTO CURY;AVANTE
BR;2;VICE-PRESIDENTE;280002542549;13;GERALDO ALCKMIN;PSB
BR;2;VICE-PRESIDENTE;280002540693;14;CORONEL MEDINA;MISSÃO
BR;1;PRESIDENTE;280002539826;30;ZEMA;NOVO
BR;2;VICE-PRESIDENTE;280002539825;30;EDUARDO GIRAO;NOVO
BR;2;VICE-PRESIDENTE;280002551933;55;GILBERTO KASSAB;PSD
BR;2;VICE-PRESIDENTE;280002551543;22;ALFREDO GASPAR;PL
