SG_UF;CD_CARGO;DS_CARGO;SQ_CANDIDATO;NR_CANDIDATO;NM_URNA_CANDIDATO;SG_PARTIDO
MG;7;DEPUTADO ESTADUAL;130002551777;36689;DUDU CARTEIRO;AGIR
MG;7;DEPUTADO ESTADUAL;130002551498;36031;RONEY MARIACHI;AGIR
MG;7;DEPUTADO ESTADUAL;130002543640;40888;CLAUDINHA ONG;PSB
MG;7;DEPUTADO ESTADUAL;130002543654;40111;HEVILA CORREA;PSB
MG;7;DEPUTADO ESTADUAL;130002543660;40963;VAGUIN MOTO TAXI;PSB
MG;7;DEPUTADO ESTADUAL;130002543645;40369;RIK BRASIL;PSB
MG;7;DEPUTADO ESTADUAL;130002543631;40999;ALEX MAGALHAES;PSB
MG;7;DEPUTADO ESTADUAL;130002543638;40669;ELLIAS MONTEIRO;PSB
MG;7;DEPUTADO ESTADUAL;130002543651;40100;JOSAFA ANDERSON;PSB
MG;7;DEPUTADO ESTADUAL;130002543674;40133;LENDER BATISTA;PSB
MG;7;DEPUTADO ESTADUAL;130002543667;40885;PROFESSOR BRUNO;PSB
MG;7;DEPUTADO ESTADUAL;130002543657;40040;AMANDA GONDIM;PSB
MG;7;DEPUTADO ESTADUAL;130002534506;30772;CLEITON SANTOS;NOVO
MG;7;DEPUTADO ESTADUAL;130002534550;30777;MUSICO VINYCIUS VI;NOVO
MG;7;DEPUTADO ESTADUAL;130002534545;30303;DANIELA FABIANNE;NOVO
MG;7;DEPUTADO ESTADUAL;130002534526;30175;MARCO AURELIO DE SANTA LUZIA;NOVO
MG;7;DEPUTADO ESTADUAL;130002534569;30230;DR. MAURICIO;NOVO
MG;7;DEPUTADO ESTADUAL;130002534528;30211;THIAGO CORTE;NOVO
MG;7;DEPUTADO ESTADUAL;130002534575;30202;PATRICIA BARBOSA EUGENIO;NOVO
MG;7;DEPUTADO ESTADUAL;130002534543;30222;DOUGLAS CAMPOS;NOVO
MG;7;DEPUTADO ESTADUAL;130002547937;20288;PROFESSORA TIA LUCIA;PODE
MG;7;DEPUTADO ESTADUAL;130002544409;70770;KELINE LIMA;AVANTE
MG;7;DEPUTADO ESTADUAL;130002548750;20241;PASTOR JARED;PODE
MG;7;DEPUTADO ESTADUAL;130002544131;70701;NEILA SCHINEIDER;AVANTE
MG;7;DEPUTADO ESTADUAL;130002552063;70808;MOACIR SOL MOA;AVANTE
MG;7;DEPUTADO ESTADUAL;130002544130;70031;JEFFINHO DA JF TURISMO;AVANTE
MG;7;DEPUTADO ESTADUAL;130002544379;70100;VERDI;AVANTE
MG;7;DEPUTADO ESTADUAL;130002544382;70722;EDWARD (O DOUTOR DA ALEGRIA);AVANTE
MG;7;DEPUTADO ESTADUAL;130002544384;70744;ANDREA GOMES TCHUCA;AVANTE
MG;7;DEPUTADO ESTADUAL;130002548742;20001;JUNINHO DO FREI;PODE
MG;7;DEPUTADO ESTADUAL;130002548701;20888;FACCHERA;PODE
MG;7;DEPUTADO ESTADUAL;130002548722;20110;FAGNER PARA BH;PODE
MG;7;DEPUTADO ESTADUAL;130002544375;70022;WILLIAM FORTALEZA;AVANTE
MG;7;DEPUTADO ESTADUAL;130002544385;70456;EUZEBIO LAGO;AVANTE
MG;7;DEPUTADO ESTADUAL;130002544389;70377;PIMENTINHA;AVANTE
MG;7;DEPUTADO ESTADUAL;130002544387;70122;MARCELO GARDENAL;AVANTE
MG;7;DEPUTADO ESTADUAL;130002544129;70033;BIE;AVANTE
MG;7;DEPUTADO ESTADUAL;130002548746;20220;FERNANDO LINHARES;PODE
MG;7;DEPUTADO ESTADUAL;130002548754;20117;CASTELO BRANCO;PODE
MG;7;DEPUTADO ESTADUAL;130002547939;20007;PROFESSOR MARCAO;PODE
MG;7;DEPUTADO ESTADUAL;130002548717;20123;OSVALDO LOPES;PODE
MG;7;DEPUTADO ESTADUAL;130002554269;20124;PRETAO;PODE
MG;7;DEPUTADO ESTADUAL;130002547938;20234;EMPRESARIO WILLIAM MUSK;PODE
MG;7;DEPUTADO ESTADUAL;130002539927;23333;ANA FLAVIA DRUMOND;CIDADANIA
MG;7;DEPUTADO ESTADUAL;130002540604;45054;DORCAS DA PROTECAO ANIMAL;PSDB
MG;7;DEPUTADO ESTADUAL;130002540598;23123;RODRIGO ARAUJO;CIDADANIA
MG;7;DEPUTADO ESTADUAL;130002552460;33888;ITAMAR SILVA;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552435;33753;HUDSON TESURA;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552459;33123;VALDIVINO GUIMARAES;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552425;33999;GUSTAVO DAMASIO;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552452;33110;WAGNER OLIVEIRA;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552416;33733;DANIELA ESTEVES;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552456;33600;NEIMAR SALVA-VIDAS;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552448;33554;TIAOZINHO R SILLVA;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552441;33077;PASTORA SHIRLEY;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552431;33322;HORTENCIA CONTADORA;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552430;33033;JACQUELINE BOMBEIRA;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552454;33111;JUNIA DO NAASP;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552444;33887;SOLANDIA COELHO;MOBILIZA
MG;4;VICE-GOVERNADOR;130002552309;29;ESTEVAO GOMES;PCO
MG;4;VICE-GOVERNADOR;130002552295;10;FALCAO;REPUBLICANOS
MG;4;VICE-GOVERNADOR;130002550465;13;JARBAS SOARES;PSB
MG;5;SENADOR;130002551265;277;JUIZ RAMON MOREIRA;DC
MG;5;SENADOR;130002551930;161;VICTORIA MELLO VIC;PSTU
MG;5;SENADOR;130002548381;111;MARCELO ARO;PP
MG;10;2º SUPLENTE;130002552185;700;TIAO NARA;AVANTE
MG;3;GOVERNADOR;130002544122;21;PROFESSOR TULIO LOPES;PCB
MG;3;GOVERNADOR;130002549557;15;GABRIEL;MDB
MG;9;1º SUPLENTE;130002553854;123;GIOVANE LELIS;PDT
MG;9;1º SUPLENTE;130002552297;155;PLACIDINO STABILE;MDB
MG;9;1º SUPLENTE;130002552187;700;EDILSON NASCIMENTO;AVANTE
MG;6;DEPUTADO FEDERAL;130002543689;4026;JOAO PEDRO REIS;PSB
MG;6;DEPUTADO FEDERAL;130002543712;4011;SIRLEY CLECIO;PSB
MG;6;DEPUTADO FEDERAL;130002553609;1597;MARIA ELOIZA DIAS;MDB
MG;6;DEPUTADO FEDERAL;130002547914;1599;KATIA MOTA;MDB
MG;6;DEPUTADO FEDERAL;130002547897;1505;SARA EVA;MDB
MG;6;DEPUTADO FEDERAL;130002553605;1570;REGINALDO SANTOS;MDB
MG;6;DEPUTADO FEDERAL;130002547901;1547;WILLIAN BRAGA;MDB
MG;6;DEPUTADO FEDERAL;130002547911;1531;DARLEM LEMOS;MDB
MG;6;DEPUTADO FEDERAL;130002547912;1565;EDER DA TNT;MDB
MG;6;DEPUTADO FEDERAL;130002534457;3030;BRAULIO LARA;NOVO
MG;6;DEPUTADO FEDERAL;130002534472;3040;SAMIRA MACHADO;NOVO
MG;6;DEPUTADO FEDERAL;130002534476;3008;ALEXANDRE DE GODOI;NOVO
MG;6;DEPUTADO FEDERAL;130002534430;3051;ATILA VIEIRA;NOVO
MG;6;DEPUTADO FEDERAL;130002553048;3312;ALEX FONTOURA;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002553051;3337;CLAUDIA LINDA;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002534500;3002;MARIANA RIBEIRO;NOVO
MG;6;DEPUTADO FEDERAL;130002554207;3076;MARCOS PAULO ABREU;NOVO
MG;6;DEPUTADO FEDERAL;130002534477;3028;JHONATA SOUZA;NOVO
MG;6;DEPUTADO FEDERAL;130002534468;3036;TIRZAH;NOVO
MG;6;DEPUTADO FEDERAL;130002534454;3091;FRED BARBEITOS;NOVO
MG;6;DEPUTADO FEDERAL;130002534480;3021;SARVIA PASTOR;NOVO
MG;6;DEPUTADO FEDERAL;130002553026;3399;EDUARDO JACOB;MOBILIZA
MG;6;DEPUTADO FEDERAL;130002545567;5585;ROSE THUCA;PSD
MG;6;DEPUTADO FEDERAL;130002545573;5590;JOAO DO PANDA;PSD
MG;6;DEPUTADO FEDERAL;130002545581;5556;CARLOS MAGNO;PSD
MG;6;DEPUTADO FEDERAL;130002545561;5514;MILO DA DISTRIBUIDORA;PSD
MG;6;DEPUTADO FEDERAL;130002545582;5507;DJALMA BASTOS;PSD
MG;6;DEPUTADO FEDERAL;130002543618;7044;VITAL HONORATO;AVANTE
MG;6;DEPUTADO FEDERAL;130002543608;7033;MARIA VANUZIA;AVANTE
MG;6;DEPUTADO FEDERAL;130002543601;7010;ANDREIA BARROSO;AVANTE
MG;6;DEPUTADO FEDERAL;130002543606;7037;NAIDE SANTOS;AVANTE
MG;6;DEPUTADO FEDERAL;130002533271;7788;ZEZINHO SILVA;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002533257;7721;CRISTINA MARA;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002533270;7737;DALMO GAVIAO;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002533242;7789;IR. MOTTA;SOLIDARIEDADE
MG;6;DEPUTADO FEDERAL;130002538263;1271;THAIANE CAROLINA;PDT
MG;6;DEPUTADO FEDERAL;130002538269;1272;GUI MORAES;PDT
MG;6;DEPUTADO FEDERAL;130002538302;1223;JACKSON SAO TOME DAS LETRAS;PDT
MG;6;DEPUTADO FEDERAL;130002538305;1219;CUSTODIO HIPOLITO-TODYNHO;PDT
MG;6;DEPUTADO FEDERAL;130002538262;1228;RAQUEL PEIXOTO;PDT
MG;6;DEPUTADO FEDERAL;130002538274;1258;MIRO ALVES DO SACOLAO;PDT
MG;6;DEPUTADO FEDERAL;130002542035;2258;GILSON DANIEL;PL
MG;6;DEPUTADO FEDERAL;130002542002;2242;CORONEL EVANDRO;PL
MG;6;DEPUTADO FEDERAL;130002542043;2212;CAPOREZZO;PL
MG;6;DEPUTADO FEDERAL;130002542027;2215;ROSANGELA REIS;PL
MG;6;DEPUTADO FEDERAL;130002542007;2277;EROS BIONDINI;PL
MG;6;DEPUTADO FEDERAL;130002542032;2266;SUELI CAMPOS;PL
MG;6;DEPUTADO FEDERAL;130002539867;4590;BRAULIO MARCOS;PSDB
MG;6;DEPUTADO FEDERAL;130002539876;4502;RUI BARBOSA;PSDB
MG;6;DEPUTADO FEDERAL;130002539863;4540;KELLY KLBAR;PSDB
MG;6;DEPUTADO FEDERAL;130002539849;4555;RODRIGO FERNANDES;PSDB
MG;6;DEPUTADO FEDERAL;130002539846;4515;MARLENE TAVARES;PSDB
MG;6;DEPUTADO FEDERAL;130002539859;4535;DANIEL BARBOSA;PSDB
MG;6;DEPUTADO FEDERAL;130002542034;2275;THIAGO GANEM;PL
MG;6;DEPUTADO FEDERAL;130002542038;2220;ELLEN MIZIARA;PL
MG;6;DEPUTADO FEDERAL;130002548780;2000;IGOR ALVARENGA;PODE
MG;6;DEPUTADO FEDERAL;130002548785;2023;SHEILA SIMAO;PODE
MG;6;DEPUTADO FEDERAL;130002548817;2021;SERGINHO DA BOTA;PODE
MG;6;DEPUTADO FEDERAL;130002548773;2050;SARGENTO DA LUZ;PODE
MG;6;DEPUTADO FEDERAL;130002548823;2066;LENA;PODE
MG;6;DEPUTADO FEDERAL;130002548772;2032;TENENTE NEGREIROS;PODE
MG;6;DEPUTADO FEDERAL;130002548814;2099;JOSE DO CARMO;PODE
MG;6;DEPUTADO FEDERAL;130002535281;6515;TELMA;PCDOB
MG;6;DEPUTADO FEDERAL;130002535275;1327;ALAIR DIMAS;PT
MG;6;DEPUTADO FEDERAL;130002539641;1344;LULA TIO DO BISCOITO;PT
MG;6;DEPUTADO FEDERAL;130002535308;1355;MARILDA SIMEAO;PT
MG;6;DEPUTADO FEDERAL;130002535280;1321;SARGENTO ADEMIR;PT
MG;6;DEPUTADO FEDERAL;130002535291;1388;PROFESSORA IARA PIMENTEL;PT
MG;6;DEPUTADO FEDERAL;130002535304;1311;EDINALDO SOARES;PT
MG;6;DEPUTADO FEDERAL;130002535306;4321;RUY MUNIZ;PV
MG;6;DEPUTADO FEDERAL;130002538970;1830;JOSIANE ALVES DO BETANIA;REDE
MG;6;DEPUTADO FEDERAL;130002538971;1800;IRMAO MARCIO A VOZ DO POVO;REDE
MG;6;DEPUTADO FEDERAL;130002539720;5010;CRIS NUNES;PSOL
MG;6;DEPUTADO FEDERAL;130002539738;1812;DUDA DAS CADEIRAS;REDE
MG;6;DEPUTADO FEDERAL;130002539734;5042;DARIO 4E20;PSOL
MG;6;DEPUTADO FEDERAL;130002539714;5012;PROF. NELSON;PSOL
MG;6;DEPUTADO FEDERAL;130002551261;2710;CLAUDIO CORDEIRO;DC
MG;6;DEPUTADO FEDERAL;130002551257;2727;SANDRA LUIZA;DC
MG;6;DEPUTADO FEDERAL;130002544427;1444;PROFESSOR CRISTIANO;MISSÃO
MG;6;DEPUTADO FEDERAL;130002544433;1402;KEREM HADASSA;MISSÃO
MG;6;DEPUTADO FEDERAL;130002544441;1404;JULIANA MONTRIOS;MISSÃO
MG;6;DEPUTADO FEDERAL;130002542735;4407;CLESLE SIQUEIRA;UNIÃO
MG;6;DEPUTADO FEDERAL;130002542743;1111;DIMAS FABIANO;PP
MG;6;DEPUTADO FEDERAL;130002542717;4484;JOAO BATISTA EXTREMA;UNIÃO
MG;6;DEPUTADO FEDERAL;130002542718;1123;PROFESSORA LUCIANA RAMPI;PP
MG;6;DEPUTADO FEDERAL;130002542710;1125;JULIO CONTADOR;PP
MG;6;DEPUTADO FEDERAL;130002542694;4441;RODRIGO TUDOR;UNIÃO
MG;6;DEPUTADO FEDERAL;130002552316;1025;MARISTELA RODRIGUES GOMES;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537187;1031;JORNALISTA ANDRE ROCHA;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537200;1035;TENENTE MELO;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537210;1030;E ELE EDIMILSON LIMA;REPUBLICANOS
MG;6;DEPUTADO FEDERAL;130002537225;1007;JUNINHO SINONO;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002535366;13888;SOCORRO MORAES;PT
MG;7;DEPUTADO ESTADUAL;130002535384;43555;DAMIRES RINARLLY;PV
MG;7;DEPUTADO ESTADUAL;130002535353;13018;HILTON FILHO;PT
MG;7;DEPUTADO ESTADUAL;130002535370;65112;CELINHO SINTROCEL;PCDOB
MG;7;DEPUTADO ESTADUAL;130002535385;43444;PEDRO SOUSA;PV
MG;7;DEPUTADO ESTADUAL;130002535362;13125;LUIZINHO;PT
MG;7;DEPUTADO ESTADUAL;130002535322;13300;MARIA DO CARMO;PT
MG;7;DEPUTADO ESTADUAL;130002535324;13777;JOICE ALVARENGA;PT
MG;7;DEPUTADO ESTADUAL;130002535383;43500;KELL SILVA;PV
MG;7;DEPUTADO ESTADUAL;130002535333;13813;GUIMA JARDIM;PT
MG;7;DEPUTADO ESTADUAL;130002533525;35456;FRANKLIN ACACIO;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002533497;35459;BEL DO MERCADO;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002552315;29029;TULIO CESAR;PCO
MG;7;DEPUTADO ESTADUAL;130002533507;35500;INVESTIGADOR  WEMERSON;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002533531;35192;KEILA LIMA;DEMOCRATA
MG;7;DEPUTADO ESTADUAL;130002539907;10500;PROFESSOR GLEITON;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002539908;10888;CABO ROMINHO;REPUBLICANOS
MG;7;DEPUTADO ESTADUAL;130002547450;16016;ALICE;PSTU
MG;7;DEPUTADO ESTADUAL;130002547448;16123;GUSTAVO OLIMPIO;PSTU
MG;7;DEPUTADO ESTADUAL;130002539506;50369;MAGNO FRANCO PAYACAN;PSOL
MG;7;DEPUTADO ESTADUAL;130002539527;50350;PROFESSOR JANAEL SARGENTO;PSOL
MG;7;DEPUTADO ESTADUAL;130002539495;50500;CAROL CALDEIRA;PSOL
MG;7;DEPUTADO ESTADUAL;130002539497;18245;RODOLPHO DO HOSPITAL;REDE
MG;7;DEPUTADO ESTADUAL;130002539509;18365;VINICIUS VIEIRA;REDE
MG;7;DEPUTADO ESTADUAL;130002542060;22123;ANTONIO CARLOS ARANTES;PL
MG;7;DEPUTADO ESTADUAL;130002542075;22066;LIDIANE DANTAS;PL
MG;7;DEPUTADO ESTADUAL;130002542078;22007;TCHE-TCHE;PL
MG;7;DEPUTADO ESTADUAL;130002542097;22212;OMARA PAOLINELLI;PL
MG;7;DEPUTADO ESTADUAL;130002542066;22722;MARCELO HEITOR;PL
MG;7;DEPUTADO ESTADUAL;130002542053;22231;MADU MULLER;PL
MG;7;DEPUTADO ESTADUAL;130002542094;22888;UGLENO ALVES;PL
MG;7;DEPUTADO ESTADUAL;130002542047;22800;GUSTAVO SANTANA;PL
MG;7;DEPUTADO ESTADUAL;130002542092;22350;VALDECI - MULT LAT;PL
MG;7;DEPUTADO ESTADUAL;130002542110;22100;DELEGADA SHEILA;PL
MG;7;DEPUTADO ESTADUAL;130002540015;12001;HARLEY TREVO DE MOEDA;PDT
MG;7;DEPUTADO ESTADUAL;130002540021;12633;JORGE MAQUINAS;PDT
MG;7;DEPUTADO ESTADUAL;130002540052;12123;NATAN OLIVEIRA;PDT
MG;7;DEPUTADO ESTADUAL;130002540016;12999;LAINNIO SOARES;PDT
MG;7;DEPUTADO ESTADUAL;130002540041;12058;ALVAMIRO ALVES - BRANCO;PDT
MG;7;DEPUTADO ESTADUAL;130002540007;12412;CAMILLO CARVALHO;PDT
MG;7;DEPUTADO ESTADUAL;130002540022;12050;THAIS XAVIER;PDT
MG;7;DEPUTADO ESTADUAL;130002540039;12033;LUCIANA CAETANO;PDT
MG;7;DEPUTADO ESTADUAL;130002540030;12008;DARLON DE ALMEIDA;PDT
MG;7;DEPUTADO ESTADUAL;130002544412;14000;LUANA SILVA;MISSÃO
MG;7;DEPUTADO ESTADUAL;130002544418;14014;RAFAELA CUPERTINO;MISSÃO
MG;7;DEPUTADO ESTADUAL;130002549941;55855;VERA ARAUJO;PSD
MG;7;DEPUTADO ESTADUAL;130002549944;55900;HELTON JUNIOR;PSD
MG;7;DEPUTADO ESTADUAL;130002542805;11110;MAHAMAT NASER;PP
MG;7;DEPUTADO ESTADUAL;130002542789;11022;ALICE  DRUMMOND;PP
MG;7;DEPUTADO ESTADUAL;130002542765;11777;CORONEL WANDERLEY;PP
MG;7;DEPUTADO ESTADUAL;130002542804;44500;GREGO DA FUNDACAO;UNIÃO
MG;7;DEPUTADO ESTADUAL;130002542817;44444;ARNALDO;UNIÃO
MG;7;DEPUTADO ESTADUAL;130002542777;11234;FAUSTAO;PP
MG;7;DEPUTADO ESTADUAL;130002542749;44234;MARIZA ANDRADE;UNIÃO
MG;7;DEPUTADO ESTADUAL;130002542750;44700;PATY DO CHEVETTE;UNIÃO
MG;7;DEPUTADO ESTADUAL;130002550128;15147;BISPO RENATO;MDB
MG;7;DEPUTADO ESTADUAL;130002542759;11555;IGOR ARAUJO O SOCIAL;PP
MG;7;DEPUTADO ESTADUAL;130002550126;15060;ROSANA HENRIQUE;MDB
MG;7;DEPUTADO ESTADUAL;130002550132;15051;DIOGO SANTOS;MDB
MG;7;DEPUTADO ESTADUAL;130002553629;15093;PROFESSOR MARIO;MDB
MG;7;DEPUTADO ESTADUAL;130002550144;15789;SALVADOR DO COCAIS;MDB
MG;7;DEPUTADO ESTADUAL;130002542775;11999;MARIA HILDA LEAO;PP
MG;7;DEPUTADO ESTADUAL;130002550163;15678;DRA MARTHA;MDB
MG;7;DEPUTADO ESTADUAL;130002550156;15000;WILLIAN CAMPOS;MDB
MG;7;DEPUTADO ESTADUAL;130002550120;15077;JOE MONTANDON;MDB
MG;7;DEPUTADO ESTADUAL;130002550159;15200;FLAVINHO DE LIMA E SILVA;MDB
MG;7;DEPUTADO ESTADUAL;130002550139;15001;FATIMA PEGO;MDB
MG;7;DEPUTADO ESTADUAL;130002532940;25255;DUDA LIMA;PRD
MG;7;DEPUTADO ESTADUAL;130002533222;25193;ANDRE POLICIAL LOPES MAIA;PRD
MG;7;DEPUTADO ESTADUAL;130002532920;77070;FILIPE RIBEIRO;SOLIDARIEDADE
MG;7;DEPUTADO ESTADUAL;130002532926;25108;ROSE CARVALHO;PRD
MG;7;DEPUTADO ESTADUAL;130002533224;77450;FLAV;SOLIDARIEDADE
MG;7;DEPUTADO ESTADUAL;130002533217;25888;CAROL FARIA;PRD
MG;7;DEPUTADO ESTADUAL;130002532929;25700;SARA COSTA;PRD
MG;7;DEPUTADO ESTADUAL;130002550177;77333;NIVALDO DAS CANOAS;SOLIDARIEDADE
MG;7;DEPUTADO ESTADUAL;130002551772;36444;MARCELO LICURI;AGIR
MG;7;DEPUTADO ESTADUAL;130002551769;36038;JOVELINO PASTOR;AGIR
MG;7;DEPUTADO ESTADUAL;130002551758;36722;INSTRUTOR BRITO BARUCH;AGIR
MG;7;DEPUTADO ESTADUAL;130002552310;36727;ESTER PEREIRA;AGIR
MG;7;DEPUTADO ESTADUAL;130002551745;36500;PEDRO BETINENSE;AGIR
MG;7;DEPUTADO ESTADUAL;130002551741;36007;EDER DIAS (PRETO);AGIR
MG;7;DEPUTADO ESTADUAL;130002551747;36300;MARLY NERI;AGIR
MG;7;DEPUTADO ESTADUAL;130002551764;36036;MARCELO HONORATO;AGIR
MG;7;DEPUTADO ESTADUAL;130002543652;40190;CORONEL LAZARO;PSB
MG;7;DEPUTADO ESTADUAL;130002543669;40222;DR. ZE CHEREM;PSB
MG;7;DEPUTADO ESTADUAL;130002543643;40180;GIULIA SILVESTRE;PSB
MG;7;DEPUTADO ESTADUAL;130002543664;40123;NORALDINO JUNIOR;PSB
MG;7;DEPUTADO ESTADUAL;130002543649;40103;ANINHA MENEZES;PSB
MG;7;DEPUTADO ESTADUAL;130002543661;40000;MARGONARI;PSB
MG;7;DEPUTADO ESTADUAL;130002543639;40321;GABRIELA LESSA;PSB
MG;7;DEPUTADO ESTADUAL;130002543634;40007;MARCOLA;PSB
MG;7;DEPUTADO ESTADUAL;130002543675;40666;VILMONDES FAGUNDES;PSB
MG;7;DEPUTADO ESTADUAL;130002543677;40220;CARLLOS BRUNO ALVES;PSB
MG;7;DEPUTADO ESTADUAL;130002534572;30002;TIMBUCA DA TOURADA;NOVO
MG;7;DEPUTADO ESTADUAL;130002534518;30400;MARCELA TROPIA;NOVO
MG;7;DEPUTADO ESTADUAL;130002538360;30033;ALEX DA FARMACIA;NOVO
MG;7;DEPUTADO ESTADUAL;130002534555;30444;DRA. CARLA FELIPE;NOVO
MG;7;DEPUTADO ESTADUAL;130002548714;20627;WILLIAM DO MANTIQUEIRA;PODE
MG;7;DEPUTADO ESTADUAL;130002548703;20193;LAURIANE;PODE
MG;7;DEPUTADO ESTADUAL;130002548729;20026;DRA.PATRICIA TOBIAS;PODE
MG;7;DEPUTADO ESTADUAL;130002548771;20222;CARLOS PIOLI;PODE
MG;7;DEPUTADO ESTADUAL;130002548713;20088;MARQUEZINI;PODE
MG;7;DEPUTADO ESTADUAL;130002551563;70120;MEIRE BORGES;AVANTE
MG;7;DEPUTADO ESTADUAL;130002548719;20600;JOSE FERREIRA PROJETO AJUDAI;PODE
MG;7;DEPUTADO ESTADUAL;130002548748;20324;ROBERTA BOTELHO;PODE
MG;7;DEPUTADO ESTADUAL;130002548730;20789;PROFESSOR JULIANO LOPES;PODE
MG;7;DEPUTADO ESTADUAL;130002549692;70400;SERJAO PALITO;AVANTE
MG;7;DEPUTADO ESTADUAL;130002544126;70707;SHEYK FERNANDO CARIM;AVANTE
MG;7;DEPUTADO ESTADUAL;130002544383;70170;IGOR PATATI;AVANTE
MG;7;DEPUTADO ESTADUAL;130002548736;20038;CABO BORGES;PODE
MG;7;DEPUTADO ESTADUAL;130002548747;20111;DRA. FERNANDA GONCALVES;PODE
MG;7;DEPUTADO ESTADUAL;130002548767;20177;NIVALDO RIBEIRO;PODE
MG;7;DEPUTADO ESTADUAL;130002548702;20105;ANDREA VARELLA - DEINHA;PODE
MG;7;DEPUTADO ESTADUAL;130002548749;20113;JAIR CAMINHONEIRO;PODE
MG;7;DEPUTADO ESTADUAL;130002551516;70780;EDSON VILELA;AVANTE
MG;7;DEPUTADO ESTADUAL;130002544407;70345;ROSELI HEIDERICK;AVANTE
MG;7;DEPUTADO ESTADUAL;130002552143;70003;DUDA DA ENFERMAGEM;AVANTE
MG;7;DEPUTADO ESTADUAL;130002548752;20022;DRA REGINA CIOFFI;PODE
MG;7;DEPUTADO ESTADUAL;130002547936;20987;DR. CESAR GRAZZIA;PODE
MG;7;DEPUTADO ESTADUAL;130002548751;20818;SILVANIA GUTZ;PODE
MG;7;DEPUTADO ESTADUAL;130002540603;45999;LEONIDIO BOUCAS;PSDB
MG;7;DEPUTADO ESTADUAL;130002539914;45456;LUIGI;PSDB
MG;7;DEPUTADO ESTADUAL;130002540601;45223;JOSIELY BRANDAO;PSDB
MG;7;DEPUTADO ESTADUAL;130002539915;45015;FABIANA MACHADO;PSDB
MG;7;DEPUTADO ESTADUAL;130002540608;45177;SOCORRO DA ENFERMAGEM;PSDB
MG;7;DEPUTADO ESTADUAL;130002540611;45666;PROFESSORA ROSY SOARES;PSDB
MG;7;DEPUTADO ESTADUAL;130002540610;45617;IGOR DIAS;PSDB
MG;7;DEPUTADO ESTADUAL;130002552421;33690;ELIEDI;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552409;33093;CARMEN LUCIA;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552443;33007;MARCELO MARQUES;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552451;33763;RAQUEL DA OTICA;MOBILIZA
MG;7;DEPUTADO ESTADUAL;130002552426;33030;INES CARVALHO;MOBILIZA
MG;4;VICE-GOVERNADOR;130002541912;55;DANILO DE CASTRO;UNIÃO
MG;4;VICE-GOVERNADOR;130002550835;22;ELLEN MIZIARA;PL
MG;5;SENADOR;130002545590;555;CARLOS VIANA;PSD
MG;10;2º SUPLENTE;130002551286;300;BRUNO LOPES;NOVO
MG;10;2º SUPLENTE;130002548380;111;TILELEO;PP
MG;3;GOVERNADOR;130002541911;55;MATEUS SIMOES;PSD
MG;3;GOVERNADOR;130002546802;16;RAFAEL DUDA;PSTU
MG;9;1º SUPLENTE;130002551285;300;DIEGO MOREIRA;NOVO
MG;9;1º SUPLENTE;130002552312;290;DALILA DE ALMEIDA;PCO
MG;9;1º SUPLENTE;130002550559;500;RAQUELL GUIMARAES;REDE
MG;6;DEPUTADO FEDERAL;130002543698;4066;NONO CARVALHO;PSB
MG;6;DEPUTADO FEDERAL;130002543710;4012;KATIA DIAS;PSB
MG;6;DEPUTADO FEDERAL;130002543693;4045;GABRIEL COSTA;PSB
MG;6;DEPUTADO FEDERAL;130002547900;1514;NATHI TREINADORA;MDB
MG;6;DEPUTADO FEDERAL;130002553608;1526;RODRIGO ALVES;MDB
MG;6;DEPUTADO FEDERAL;130002547925;1523;GILSON AMORIM;MDB
MG;6;DEPUTADO FEDERAL;130002547894;1542;FABIO RODRIGUES;MDB
MG;6;DEPUTADO FEDERAL;130002547889;1587;LUIZA SUMINAMI;MDB
